,This is a citation overview for a set of 546 documents.,,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 47 (Of the 546 documents considered for the h-Index, 47 have been cited at least 47 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
2000,Mechanism of protection of rat spermatogenesis by hormonal pretreatment: Stimulation of spermatogonial differentiation after irradiation,"Meistrich M.L., Wilson G., Kangasniemi M., Huhtaniemi I.",1963635,Journal of Andrology,21,3,15,2,2,4,1,20
2000,A common polymorphism in the human relaxin-like factor (RLF) gene: No relationship with cryptorchidism,"Koskimies P., Virtanen H., Lindstrom M., Kaleva M., Poutanen M., Huhtaniemi I., Toppari J.",313998,Pediatric Research,47, 4 I,44,5,2,7,0,51
2000,Elevated luteinizing hormone induces expression of its receptor and promotes steroidogenesis in the adrenal cortex,"Kero J., Poutanen M., Zhang F.-P., Rahman N., McNicol A.M., Nilson J.H., Keri R.A., Huhtaniemi I.T.",219738,Journal of Clinical Investigation,105,5,58,13,6,19,3,80
2000,Erratum: Regulation of luteinizing hormone receptor gene expression by insulin-like growth factor-I in an immortalized murine leydig tumor cell line (BLT-1) (Biology of Reproduction (1998) 59 (1116-1123)),"Zhang F.-P., El-Hefnawy T., Huhtaniemi I.",63363,Biology of Reproduction,63,1,1,0,0,0,0,1
1999,Testis | Kives.,"Toppari J., Huhtaniemi I.",127183,Duodecim,115,17,0,0,0,0,0,0
1999,"Synthesis of gonadotropins, their effects and the diseases linked to them | Gonadotropiinien synteesistä, vaikutuksista ja niihin liittyvistä sairauksista.",Huhtaniemi I.,127183,Duodecim,115,21,0,0,0,0,0,0
1999,Age- and sex-specific promoter function of a 2-kilobase 5'-flanking sequence of the murine luteinizing hormone receptor gene in transgenic mice,"Hamalainen T., Poutanen M., Huhtaniemi I.",137227,Endocrinology,140,11,16,0,1,1,0,17
1999,Progesterone and testicular function,"El-Hefnawy T., Huhtaniemi I.T.",13685538,Aging Male,2,4,4,0,0,0,0,4
1999,The pattern of inhibin/activin ?- and ?(B)-subunit messenger ribonucleic acid expression in rat testis after selective leydig cell destruction by ethylene dimethane sulfonate,"Tena-Sempere M., Kero J., Rannikko A., Yan W., Huhtaniemi I.",137227,Endocrinology,140,12,15,1,1,2,0,17
1999,A new contributing factor to polycystic ovary syndrome: The genetic variant of luteinizing hormone,"Tapanainen J.S., Pettersson K.S.I., Huhtaniemi I.T., Koivunen R., Fauser B.C.J.M., Taylor A.E., Clayton R.N., Rajkowa M., White D., Franks S., Anttila L.",0021972X,Journal of Clinical Endocrinology and Metabolism,84,5,47,2,2,4,1,52
1999,"Luteinizing hormone and different genetic variants, as indicators of frailty in healthy elderly men","Van Den Beld A.W., Huhtaniemi I.T., Pettersson K.S.L., Pols H.A.P., Grobbee D.E., De Jong F.H., Lamberts S.W.J.",0021972X,Journal of Clinical Endocrinology and Metabolism,84,4,22,3,0,3,0,25
1999,Structure and expression of the rat relaxin-like factor (RLF) gene,"Spiess A.-N., Balvers M., Tena-Sempere M., Huhtaniemi I., Parry L., Ivell R.",1040452X,Molecular Reproduction and Development,54,4,31,5,2,7,4,42
1999,Prevalence of genetic variants of luteinizing hormone in the Czech Republic | Prevalence genetické varianty luteinizacního hormonu v Ceské Republice.,"Starka L., Hill M., Hampl R., Huhtaniemi I.T.",87335,Casopis Lekaru Ceskych,138,22,1,0,0,0,0,1
1999,"Follicle-stimulating hormone ligand and receptor mutations, and gonadal dysfunction","Levallet J., Pakarinen P., Huhtaniemi I.T.",1884409,Archives of Medical Research,30,6,7,0,0,0,0,7
1999,A common polymorphic allele of the human luteinizing hormone ?-subunit gene: Additional mutations and differential function of the promoter sequence,"Jiang M., Pakarinen P., Zhang F.-P., El-Hefnawy T., Koskimies P., Pettersson K., Huhtaniemi I.",9646906,Human Molecular Genetics,8,11,28,1,1,2,0,30
1999,Genetic variant of luteinizing hormone in Czech Republic,"Starka L., Hill M., Hampl R., Huhtaniemi I.T.",12100668,Endocrine Regulations,33,3,3,0,1,1,0,4
1999,Reciprocal changes in the expression of transcription factors GATA-4 and GATA-6 accompany adrenocortical tumorigenesis in mice and humans,"Kiiveri S., Siltanen S., Rahman N., Bielinska M., Lehto V.-P., Huhtaniemi I.T., Muglia L.J., Wilson D.B., Heikinheimo M.",10761551,Molecular Medicine,5,7,37,3,5,8,2,47
1999,Hormonal treatment after cytotoxic therapy stimulates recovery of spermatogenesis,"Meistrich M.L., Wilson G., Huhtaniemi I.",85472,Cancer Research,59,15,38,2,4,6,3,47
1999,Molecular cloning of the mouse follicle-stimulating hormone receptor complementary deoxyribonucleic acid: Functional expression of alternatively spliced variants and receptor inactivation by a C566T transition in exon 7 of the coding sequence,"Tena-Sempere M., Manna P.R., Huhtaniemi I.",63363,Biology of Reproduction,60,6,22,4,4,8,4,34
1999,Current challenges of andrology,Huhtaniemi I.,1008682X,Asian Journal of Andrology,1, 1-2,1,0,0,0,0,1
1999,Mutations and polymorphisms in gonadotropin genes,"Huhtaniemi I., Jiang M., Nilsson C., Pettersson K.",3037207,Molecular and Cellular Endocrinology,151, 1-2,29,4,1,5,1,35
1999,Experimental cryptorchidism induces a change in the pattern of expression of LH receptor mRNA in rat testis after selective Leydig cell destruction by ethylene dimethane sulfonate,"Tena-Sempere M., Kero J., Rannikko A., Huhtaniemi I.",220795,Journal of Endocrinology,161,1,5,0,1,1,0,6
1999,Functional assessment of the calcium messenger system in cultured mouse Leydig tumor cells: Regulation of human chorionic gonadotropin-induced expression of the steroidogenic acute regulatory protein,"Manna P.R., Pakarinen P., El-Hefnawy T., Huhtaniemi I.T.",137227,Endocrinology,140,4,35,5,3,8,4,47
1999,Many LH peaks are needed to physiologically stimulate testosterone secretion: Modulation by fasting and NPY,"Pierroz D.D., Aebi A.C., Huhtaniemi I.T., Aubert M.L.",1931849,American Journal of Physiology - Endocrinology and Metabolism,276,4,15,0,0,0,0,15
1999,Alterations in gonadal steroidogenesis in individuals expressing a common genetic variant of luteinizing hormone,"Huhtaniemi I.T., Pettersson K.S.I.",9600760,Journal of Steroid Biochemistry and Molecular Biology,69, 1-6,7,0,0,0,0,7
1999,Hormonal regulation of proliferation of granulosa and Leydig cell lines derived from gonadal tumors of transgenic mice expressing the inhibin-? subunit promoter/simian virus 40 T-antigen fusion gene,"Rilianawati, Rahman N.A., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,149, 1-2,6,0,0,0,0,6
1999,Expression and regulation of transcription factors GATA-4 and GATA-6 in developing mouse testis,"Ketola I., Rahman N., Toppari J., Bielinska M., Porter-Tinge S.B., Tapanainen J.S., Huhtaniemi I.T., Wilson D.B., Heikinheimo M.",137227,Endocrinology,140,3,78,11,9,20,2,100
1999,Oestrogen-dependent expression of LH/hCG receptors in pig fallopian tube and their role in relaxation of the oviduct,"Gawronska B., Paukku T., Huhtaniemi I., Wasowicz G., Ziecik A.J.",224251,Journal of Reproduction and Fertility,115,2,19,4,2,6,0,25
1999,Ontogeny of LH receptor gene expression in the pig reproductive tract,"Derecka K., Zhang F.P., Ziecik A.J., Huhtaniemi I.",224251,Journal of Reproduction and Fertility,115,2,3,0,0,0,0,3
1999,Molecular mechanisms of thyroid hormone-stimulated steroidogenesis in mouse leydig tumor cells: Involvement of the steroidogenic acute regulatory (StAR) protein,"Manna P.R., Tena-Sempere M., Huhtaniemi I.T.",219258,Journal of Biological Chemistry,274,9,46,4,4,8,5,59
1999,The prevalence of polycystic ovaries in healthy women,"Koivunen R., Laatikainen T., Tomas C., Huhtaniemi I., Tapanainen J., Martikainen H.",16349,Acta Obstetricia et Gynecologica Scandinavica,78,2,36,3,1,4,2,42
1999,Assessment of the variant ?-sub-unit of luteotropic hormone in a sample of the Czech population | Stanoveni variantni ?-podjednotky luteotropniho hormonu ve vzorku populace,"Hill M., Huhtaniemi I.T., Hampl R., Starka L.",12107921,Klinicka Biochemie a Metabolismus,7,3,0,0,0,0,0,0
1998,Direct luteinizing hormone action triggers adrenocortical tumorigenesis in castrated mice transgenic for the murine inhibin ?-subunit promoter/simian virus 40 t-antigen fusion gene,"Rilianawati, Paukku T., Kero J., Zhang F.-P., Rahman N., Kananen K., Huhtaniemi I.",8888809,Molecular Endocrinology,12,6,39,3,2,5,3,47
1998,Effects of Chloride Channel Inhibitor and Chloride-free Medium on Choriogonin-induced cAMP Production by Xenopuis laevis Follicles,"Skoblina M.N., Huhtaniemi I.",4751450,Ontogenez,29,3,0,0,0,0,0,0
1998,The frequency of an inactivating point mutation (566C ? T) of the human follicle-stimulating hormone receptor gene in four populations using allele-specific hybridization and time-resolved fluorometry,"Jiang M., De La Chapelle A., Huhtaniemi I., Aittomaki K., Nilsson C., Pakarinen P., Iitia A., Torresani T., Simonsen H., Goh V., Pettersson K.",0021972X,Journal of Clinical Endocrinology and Metabolism,83,12,25,4,4,8,3,36
1998,Andrology in the next millenium | Andrologia ensi vuosituhannella.,Huhtaniemi I.,127183,Duodecim,114,1,0,0,0,0,0,0
1998,Vasoactive intestinal peptide is an important endocrine regulatory factor of fetal rat testicular steroidogenesis,"El-Gehani F., Tena-Sempere M., Huhtaniemi I.",137227,Endocrinology,139,4,26,3,2,5,0,31
1998,Fetal development of Leydig cell activity in the mouse is independent of pituitary gonadotroph function,"O'Shaughnessy P.J., Baker P., Sohnius U., Haavisto A.-M., Charlton H.M., Huhtaniemi I.",137227,Endocrinology,139,3,60,5,2,7,5,72
1998,Inverse correlation between serum testosterone and leptin in men,"Luukkaa V., Pesonen U., Huhtaniemi I., Lehtonen A., Tilvis R., Tuomilehto J., Koulu M., Huupponen R.",0021972X,Journal of Clinical Endocrinology and Metabolism,83,9,87,9,2,11,7,105
1998,Genetic variant of luteinizing hormone in women with a history of recurrent miscarriage,"Tulppala M., Huhtaniemi I., Ylikorkala O.",2681161,Human Reproduction,13,10,10,1,0,1,0,11
1998,Regulation of luteinizing hormone receptor gene expression by insulin- like growth factor-I in an immortalized murine Leydig tumor cell line (BLT- 1),"Zhang F.-P., El-Hafnawy T., Huhtaniemi I.",63363,Biology of Reproduction,59,5,10,1,1,2,0,12
1998,Inactivating FSH receptor mutations and gonadal dysfunction,"Tapanainen J.S., Vaskivuo T., Aittomaki K., Huhtaniemi I.T.",3037207,Molecular and Cellular Endocrinology,145, 1-2,16,0,0,0,1,17
1998,Transgenic mouse models for gonadal tumorigenesis,"Rahman N.A., Kananen Rilianawati K., Paukku T., Mikola M., Markkula M., Hamalainen T., Huhtaniemi I.T.",3037207,Molecular and Cellular Endocrinology,145, 1-2,13,1,1,2,2,17
1998,Determination of a common genetic variant of luteinizing hormone using DNA hybridization and immunoassays,"Nilsson C., Jiang M., Pettersson K., Iitia A., Makela M., Simonsen H., Easteal S., Herrera R.J., Huhtaniemi I.",3000664,Clinical Endocrinology,49,3,27,2,1,3,1,31
1998,Genistein exerts estrogen-like effects in male mouse reproductive tract,"Strauss L., Makela S., Joshi S., Huhtaniemi I., Santti R.",3037207,Molecular and Cellular Endocrinology,144, 1-2,53,6,7,13,0,66
1998,Recombinant forms of rat and human luteinizing hormone and follicle- stimulating hormone; comparison of functions in vitro and in vivo,"Hakola K., Haavisto A.-M., Pierroz D.D., Aebi A., Rannikko A., Kirjavainen T., Aubert M.L., Huhtaniemi I.",220795,Journal of Endocrinology,158,3,12,0,1,1,1,14
1998,Persistence of biological activity of biotinylated human chorionic gonadotropin and its use for visualization of rat luteinizing hormone receptors in tissue sections,"Paukku T., Ahtiainen P., Haavisto A.-M., Huhtaniemi I.T.",221554,Journal of Histochemistry and Cytochemistry,46,9,2,1,0,1,0,3
1998,Dose and time relationships of intravenously injected rat recombinant luteinizing hormone and testicular testosterone secretion in the male rat,"Hakola K., Pierroz D.D., Aebi A., Vuagnat B.A.M., Aubert M.L., Huhtaniemi I.",63363,Biology of Reproduction,59,2,10,0,1,1,1,12
1998,"The unique exon 10 of the human luteinizing hormone receptor is necessary for expression of the receptor protein at the plasma membrane in the human luteinizing hormone receptor, but deleterious when inserted into the human follicle-stimulating hormone receptor","Zhang F.-P., Kero J., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,142, 1-2,14,0,0,0,1,15
1998,Mutations and polymorphisms in the gonadotrophin genes; clinical relevance,"Huhtaniemi I., Pettersson K.",3000664,Clinical Endocrinology,48,6,4,0,0,0,0,4
1998,Vasoactive intestinal peptide stimulates testosterone production by cultured fetal rat testicular cells,"El-Gehani F., Tena-Sempere M., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,140, 1-2,8,3,1,4,0,12
1998,Mutations of follicle-stimulating hormone and its receptor; Effects on gonadal function,"Huhtaniemi I.T., Aittomaki K.",8044643,European Journal of Endocrinology,138,5,19,0,0,0,1,20
1998,Stable transfection of the rat follicle-stimulating hormone receptor complementary DNA into an immortalized murine Sertoli cell line,"Eskola V., Ryhanen P., Savisalo M., Rannikko A., Kananen K., Sprengel R., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,139, 1-2,10,0,0,0,0,10
1998,Progesterone can participate in down-regulation of the luteinizing hormone receptor gene expression and function in cultured murine Leydig cells,"El-Hefnawy T., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,137,2,23,0,1,1,1,25
1998,Circulating bioactive and immunoreactive recombinant human follicle- stimulating hormone (org 32489) after administration to gonadotropin- deficient subjects,"Matikainen T., De Leeuw R., Mannaerts B., Huhtaniemi I.",150282,Fertility and Sterility,69,2,0,0,0,0,0,0
1998,Receptors for anti-Müllerian hormone on Leydig cells are responsible for its effects on steroidogenesis and cell differentiation,"Racine C., Rey R., Forest M.G., Louis F., Ferre A., Huhtaniemi I., Josso N., Di Clemente N..",278424,Proceedings of the National Academy of Sciences of the United States of America,95,2,99,7,9,16,4,119
1998,Gonadotropin-independent regulation of steroidogenesis in the fetal rat testis,"El-Gehani F., Zhang F.-P., Pakarinen P., Rannikko A., Huhtaniemi I.",63363,Biology of Reproduction,58,1,53,15,9,24,8,85
1997,The mouse relaxin-like factor gene and its promoter are located within the 3' region of the JAK3 genomic sequence,"Koskimies P., Spiess A.-N., Lahti P., Huhtaniemi I., Ivell R.",145793,FEBS Letters,419, 2-3,18,3,0,3,1,22
1997,Do men need follicle-stimulating hormone? | Tarvitseeko mies follikkelia stimuloivaa hormonia?,"Huhtaniemi I., Aittomaki K., de la Chapelle A., Tapanainen J.",127183,Duodecim,113,6,0,0,0,0,0,0
1997,The Role of Eicosanoids and Progesterone in Ovulation of Rana temporaria Oocytes,"Skoblina M.N., Kondrat'eva O.T., Nikiforova G.P., Huhtaniemi I.",4751450,Ontogenez,28,3,0,0,0,0,0,0
1997,Men homozygous for an inactivating mutation of the follicle-stimulating hormone (FSH) receptor gene present variable suppression ofspermatogenesis and fertility | Les hommes homozygotes pour une mutation inactivant le récepteur àla FÖH pré sentent des degrés variables d'altération de la spermatogénèse et de la fertilité,"Tapaneinen J.S., Aittomaki K., Min J., Vaskivuo T., Huhtaniemi I.T.",11662654,Andrologie,7,3,0,0,0,0,0,0
1997,New insights into the role of follicle-stimulating hormone in reproduction,"Tapanainen J.S., Aittomaki K., Huhtaniemi I.T.",7853890,Annals of Medicine,29,4,5,0,1,1,0,6
1997,Novel cationic liposomes for DNA-transfection with high efficiency and low toxicity,"Paukku T., Lauraeus S., Huhtaniemi I., Kinnunen P.K.J.",93084,Chemistry and Physics of Lipids,87,1,25,1,0,1,0,26
1997,Expression and hormonal regulation of transcription factors GATA-4 and GATA-6 in the mouse ovary,"Heikinheimo M., Ermolaeva M., Bielinska M., Rahman N.A., Narita N., Huhtaniemi I.T., Tapanainen J.S., Wilson D.B.",137227,Endocrinology,138,8,96,7,8,15,3,114
1997,Molecular mechanisms of reappearance of luteinizing hormone receptor expression and function in rat testis after selective Leydig cell destruction by ethylene dimethane sulfonate,"Tena-Sempere M., Rannikko A., Kero J., Zhang F.-P., Huhtaniemi I.T.",137227,Endocrinology,138,8,20,2,0,2,1,23
1997,Involvement of chloride channels in progesterone production during meiotic maturation of follicle-enclosed oocytes of Rana temporaria and xenopus laevis,"Skoblina M.N., Huhtaniemi I.",0022104X,Journal of Experimental Zoology,278,6,4,0,1,1,0,5
1997,Cloning and functional expression of the luteinizing hormone receptor complementary deoxyribonucleic acid from the marmoset monkey testis: Absence of sequences encoding exon 10 in other species,"Zhang F.-P., Rannikko A.S., Manna P.R., Fraser H.M., Huhtaniemi I.T.",137227,Endocrinology,138,6,42,5,1,6,2,50
1997,Worldwide frequency of a common genetic variant of luteinizing hormone: An international collaborative research,"Nilsson C., Kula K., Pettersson T.M., Van Santbrink E.J.B., Fauser B.C.J.M., Clayton R.N., Beck-Peccoz P., Fujieda K., Aribarg A., Wang C.-N., Matzuk M.M., Pettersson K., Huhtaniemi I.T., Millar R.P., Coerver K.A., Savontaus M.-L., Punab M., Pisarek H.",150282,Fertility and Sterility,67,6,46,3,1,4,1,51
1997,The role of eicosanoids and progesterone in the ovulation of the oocytes in the common frog | Rol' éikozanoidov i progesterona v ovuliatsii ootsitov travianoi liagushki.,"Skoblina M.N., Kondrat'eva O.T., Nikiforova G.P., Huhtaniemi I.",4751450,Ontogenez,28,3,1,0,1,1,0,2
1997,"Recombinant rat luteinizing hormone; production by Chinese hamster ovary cells, purification and functional characterization","Hakola K., Kloosterboer H., Boogaart P.V.D., Mulders J., De Leeuw R., Schoonen W., Heyst J.V., Swolfs A., Casteren J.V., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,128, 1-2,11,2,0,2,0,13
1997,Characterization and developmental expression of a testis-specific adenosine deaminase mRNA in the mouse,"Meng J.-P., Zhang F.-P., Huhtaniemi I., Pakarinen P.",1963635,Journal of Andrology,18,1,5,0,0,0,0,5
1997,"Recombinant rat follicle-stimulating hormone; Production by Chinese hamster ovary cells, purification and functional characterization","Hakola K., Kloosterboer H., Van Der Boogaart P., Mulders J., De Leeuw R., Schoonen W., Van Heyst J., Swolfs A., Van Casteren J., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,127,1,17,0,0,0,0,17
1997,Men homozygous for an inactivating mutation of the follicle-stimulating hormone (FSH) receptor gene present variable suppression of spermatogenesis and fertility,"Tapanainen J.S., Aittomaki K., Min J., Vaskivuo T., Huhtaniemi I.T.",10614036,Nature Genetics,15,2,222,8,11,19,6,247
1996,Gonadectomy permits adrenocortical tumorigenesis in mice transgenic for the mouse inhibin ?-subunit promoter/Simian virus 40 T-antigen fusion gene: Evidence for negative autoregulation of the inhibin ?-subunit gene,"Kananen K., Markkula M., Mikola M., Rainio E.-M., McNeilly A., Huhtaniemi I.",8888809,Molecular Endocrinology,10,12,50,5,4,9,4,63
1996,Transgenic animals and gonadotrophins,"Markkula M., Huhtaniemi I.",13596004,Reviews of Reproduction,1,2,5,0,0,0,0,5
1996,Effects of a Chloride Channel Inhibitor and Media with Reduced Concentration of Chloride Ions on Ovulation of the Rana temporaria Oocytes,"Skoblina M.N., KondraT'Eva O.T., Nikiforova G.P., Huhtaniemi I.",4751450,Ontogenez,27,6,0,0,0,0,0,0
1996,Endocrinology Printed in U.S.A. Copyright 'a 1996 by the Endocrine Society Suppression of Mouse Spermatogenesis by a Gonadotropin-Releasing Hormone Antagonist and Antiandrogen: Failure to Protect Against Radiation-Induced Gonadal Damage,"Kangasniemi M., Dodge K., Pemberton A.E., Huhtaniemi I., Meistrich M.L.",137227,Endocrinology,137,3,23,0,1,1,0,24
1996,"Ontogeny of Pulsatile Gonadotropin Releasing Hormone Secretion from Midchildhood, through Puberty, to Adulthood in the Human Male: A Study Using Deconvolution Analysis and an Ultrasensitive Immunofluorometric Assay","Wu F.C.W., Butler G.E., Kelnar C.J.H., Huhtaniemi I., Veldhuis J.D.",0021972X,Journal of Clinical Endocrinology and Metabolism,81,5,44,2,2,4,2,50
1996,The endocrinological and physiological changes in menopause | Vaihdevuosien endokriiniset muutokset ja niiden fysiologiset seuraukset.,Huhtaniemi I.,127183,Duodecim,112,12,0,0,0,0,0,0
1996,Inherited primary amenorrhea. The first gynecological disease of Finnish heritage | Perinnöllinen primaari amenorrea--suomalaisen tautiperinnön ensimmäinen gynekologinen sairaus?,"Aittomaki K., Tapanainen J., Huhtaniemi I., de la Chapelle A.",127183,Duodecim,112,1,0,0,0,0,0,0
1996,What is the role of molecular biology in medicine? | Onko molekyylibiologia lunastanut lupauksensa lääketieteessä?,Huhtaniemi I.,127183,Duodecim,112,4,0,0,0,0,0,0
1996,Involvement of Chloride-Dependent Processes in Spontaneous Oocyte Maturation in Frogs,"Skoblina M.N., Kondratieva O.T., Nikiforova G.P., Huhtaniemi I.",4751450,Ontogenez,27,5,0,0,0,0,0,0
1996,Salivary progesterone concentrations after tubal sterilization,"Sumiala S., Tuominen J., Huhtaniemi I., Maenpaa J.",297844,Obstetrics and Gynecology,88,5,9,0,0,0,0,9
1996,The effect of an inhibitor of chloride channels and of media with a decreased concentration of chlorine ions on the ovulation of oocytes in the common frog | Vliianie ingibitora khornykh kanalov i sred so snizhennoi kontsentratsiei ionov khlora na ovuliatsiiu ootsitov travianoi liagushki.,"Skoblina M.N., Kondrat'eva O.T., Nikiforova G.P., Huhtaniemi I.",4751450,Ontogenez,27,6,1,0,0,0,0,1
1996,Stage-specific expression of the FSH receptor gene in the prepubertal and adult rat seminiferous epithelium,"Rannikko A., Penttila T.-L., Zhang F.-P., Toppari J., Parvinen M., Huhtaniemi I.",220795,Journal of Endocrinology,151,1,16,1,1,2,0,18
1996,The role of luteinizing hormone-? gene polymorphism in the onset and progression of puberty in healthy boys,"Raivio T., Huhtaniemi I., Anttila R., Siimes M.A., Hagenas L., Nilsson C., Pettersson K., Dunkel L.",0021972X,Journal of Clinical Endocrinology and Metabolism,81,9,51,1,1,2,1,54
1996,"Relationship among hormonal treatments, suppression of spermatogenesis, and testicular protection from chemotherapy-induced damage","Meistrich M.L., Wilson G., Ye W.-S., Thrash C., Huhtaniemi I.",137227,Endocrinology,137,9,24,0,1,1,0,25
1996,Polymorphism of gonadotropin action; molecular mechanisms and clinical implications,Huhtaniemi I.T.,651400,Acta Neurobiologiae Experimentalis,56,3,4,0,0,0,0,4
1996,The effect of a chloride channel inhibitor and of media with a decreased concentration of chlorine ions on spontaneous oocyte maturation in the common frog and the clawed toad | Vliianie ingibitora khlornykh kanalov i sred so snizhennoi kontsentratsiei ionov khlora na spontannoe sozrevanie ootsitov travianoi i shporysevoi liagushek.,"Skoblina M.N., Kondrat'eva O.T., Nikiforova G.P., Huhtaniemi I.",4751450,Ontogenez,27,5,1,0,0,0,0,1
1996,Development of luteinizing hormone action in the perinatal rat ovary,"Sokka T.A., Hamalainen T.M., Kaipia A., Warren D.W., Huhtaniemi I.T.",63363,Biology of Reproduction,55,3,24,2,0,2,0,26
1996,Ontogeny of gonadotropin secretion and action in the rat,"Zhang F.-P., Rannikko A., Pakarinen P., Sokka T., Huhtaniemi I.",9366768,Reproduction in Domestic Animals,31,3,0,0,0,0,0,0
1996,Depletion and repopulation of Leydig cells in the testes of aging Brown Norway rats,"Chen H., Huhtaniemi I., Zirkin B.R.",137227,Endocrinology,137,8,33,1,3,4,2,39
1996,Pituitary and ovarian expression of the endogenous follicle-stimulating hormone (FSH) subunit genes and an FSH ?-subunit promoter-driven herpes simplex virus thymidine kinase gene in transgenic mice; specific partial ablation of FSH-producing cells by antiherpes treatment,"Markkula M., Kananen K., Klemi P., Huhtaniemi I.",220795,Journal of Endocrinology,150,2,6,2,3,5,0,11
1996,Lack of endogenous adenosine receptor activation explains the insensitivity of neonatal rat Leydig cells to treatment with pertussis toxin,"Eskola V., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,120,1,0,0,0,0,0,0
1996,Failure of spermatogenesis to recover despite the presence of a spermatogonia in the irradiated LBNF1 rat,"Kangasniemi M., Huhtaniemi I., Meistrich M.L.",63363,Biology of Reproduction,54,6,56,4,3,7,4,67
1996,Developmental aspects of prolactin receptor gene expression in fetal and neonatal mice,"Brown-Borg H.M., Zhang F.-P., Huhtaniemi I., Bartke A.",8044643,European Journal of Endocrinology,134,6,17,0,0,0,0,17
1996,Regulation of function of the murine luteinizing hormone receptor promoter by cis- and trans-acting elements in mouse Leydig tumor cells,"Ei-Hefnawy T., Krawczyk Z., Nikula H., Vihera I., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,119,2,18,0,1,1,0,19
1996,The mouse inhibin ?-subunit promoter directs SV40 T-antigen to Leydig cells in transgenic mice,"Kananen K., Markkula M., El-Hefnawy T., Zhang F.-P., Paukku T., Su J.-G.J., Hsueh A.J.W., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,119,2,41,2,1,3,2,46
1996,Ontogeny of endocrine interactions of the rat hypothalamic-pituitary-gonadal axis,"Huhtaniemi I., Zhang F.-P., Rannikko A., Sokka T., Pakarinen P.",10849521,Seminars in Cell and Developmental Biology,7,2,1,1,0,1,1,3
1996,Gonadotropins and gonadotropin receptors during the perimenopause,"Vihko K.K., Kujansuu E., Morsky P., Huhtaniemi I., Punnonen R.",8044643,European Journal of Endocrinology,134,3,14,1,1,2,0,16
1996,Induction of lipid peroxidation during steroidogenesis in the rat testis,"Peltola V., Huhtaniemi I., Metsa-Ketela T., Ahotupa M.",137227,Endocrinology,137,1,49,12,10,22,7,78
1996,Sensitive immunoassay and in vitro bioassay demonstrate constant bioactive/immunoreactive ratio of luteinizing hormone in healthy boys during the pubertal maturation,"Huhtaniemi I.T., Haavisto A.-M., Anttila R., Siimes M.A., Dunkel L.",313998,Pediatric Research,39,1,10,1,0,1,0,11
1996,Corrigendum: Corrigendum to 'The mouse inhibin ?-subunit promoter directs SV40 T-antigen to Leydig cells in transgenic mice' (Molecular and Cellular Endocrinology 119 (1996) 138),"Kananen K., Markkula M., El-Hefnawy T., Zhang F.-P., Paukku T., Su J.-G.J., Hsueh A.J.W., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,122,1,0,0,0,0,0,0
1996,A case of hypergonadotrophinaemia associated with very high isolated concentrations of immunologically and biologically active luteinizing hormone,"Eckstein N., Huhtaniemi I., Vagman I., Pakarinen P., Limor R., Ayalon D.",2681161,Human Reproduction,11,1,0,0,0,0,0,0
1995,Molecular aspects of the ontogeny of the pituitary-gonadal axis,Huhtaniemi I.,10313613,"Reproduction, Fertility and Development",7,5,23,1,3,4,1,28
1995,A 252 bp upstream region of the rat spermatocyte-specific hst70 gene is sufficient to promote expression of the hst70-CAT hybrid gene in testis and brain of transgenic mice,"Widlak W., Markkula M., Krawczyk Z., Kananen K., Huhtaniemi I.",1674781,Biochimica et Biophysica Acta - Gene Structure and Expression,1264,2,13,3,1,4,1,18
1995,"The nuclei of the follicular cells regulate steroidogenesis stimulated by a pituitary suspension in the follicles of the common frog in vitro | Iadra follikuliarnykh kletok reguliruiut steroidogenez, stimulirovannyi suspenziei gipofizov v follikulakh travianoi liagushki in vitro.","Skoblina M.N., Huhtaniemi I., Matikainen T.",4751450,Ontogenez,26,6,3,0,0,0,0,3
1995,Abdominal position of the rat testis is associated with high level of lipid peroxidation,"Peltola V., Huhtaniemi I., Ahotupa M.",63363,Biology of Reproduction,53,5,23,4,2,6,4,33
1995,Involvement of cAMP in inhibition of maturation of follicle-enclosed oocytes by actinomycin D in Xenopus laevis and Rana temporaria,"Skoblina M.N., Matikainen T., Huhtaniemi I.",0022104X,Journal of Experimental Zoology,273,2,5,0,0,0,0,5
