Sourcerecord id 	ISSN	E-ISSN	CSA Source Title (publications from CSA databases only available for entitled users)	CSA databases to which CSA-unique journals belong (see second tab for explanation of abbreviations)	Added since last version	Source Type	Active or Inactive	Coverage	"Open Acces status, i.e., registered in DOAJ (www.doaj.org)"	Title history indication	Related title 1	Related title 2	Related title 3	Related title 4	Publisher's Name 	Country 	Region	Classification Top Level	Classification (Primary) Level 1	Classification 2	Classification 3	Classification 4	Classification 5						
5800207670	07100167		Revue quebecoise de linguistique	CSALLB		Journal	Inactive	1984-2003 	Not OA						Presses de I'Universite du Quebec	Canada	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5800215205	08353581		Revue quebecoise de linguistique theorique et appliquee	CSALLB		Journal	Inactive	"1995-1996, 1993, 1986-1991 "	Not OA						Association Quebecoise de Linguistique	Canada	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions	Computer Science						
5700189006	00353957		Revue Roumaine de Linguistique	"CSALLB, CSASA"		Journal	Active	"2000-2005, 1994-1996, 1972-1992 "	Not OA						Editions de'lAcademie de la Republique Populaire Roumaine	Romania	Eastern Europe (incl. Russia and CIS)	Life Sciences	"Biochemistry, Genetics and Molecular Biology"	Psychology	Arts and Humanities	Neuroscience	Social Sciences						
5600155086	10948392		Rhetoric & Public Affairs	"CSAWPS, CSASA"		Journal	Active	2000-ongoing 	Not OA						Michigan State University Press	United States	North America	Social Sciences	Psychology	Agricultural and Biological Sciences	Social Sciences								
5600155104	08157251		RIMA: Review of Indonesian and Malaysian Affairs	"CSASSA, CSAWPS, CSASA"		Journal	Active	"2000-2004, 1986-1986 "	Not OA						University of Sydney	Australia	Australia/New Zealand	Social Sciences	Psychology	Social Sciences	Health Professions								
5700168597	00356611		Rivista di Studi Politici Internazionali	"CSAWPS, CSASA"		Journal	Active	"2001-2004, 1982-1999 "	Not OA						Giuseppe Vedovato Ed. & Pub	Italy	Western Europe (incl. Israel)	Social Sciences	Psychology	Social Sciences									
5800207620	11226331	1825957X	Rivista Italiana di Dialettologia	CSALLB		Journal	Active	"1998-2004, 1983-1996, 1981-1981, 1979-1979 "	Not OA						Cooperativa Libraria Universitaria Editrice Bologna	Italy	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions	Computer Science						
19900191542	17221137 		Rivista Italiana di Politiche Pubbliche	CSAWPS	Added	Journal	Active	2008-ongoing 	Not OA						Carocci Editore	Italy	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5700164302	00488402		Rivista Italiana di Scienza Politica	"CSALLB, CSASSA, CSAWPS, CSASA"		Journal	Active	"2001-ongoing, 1987-1999, 1971-1984 "	Not OA						Societa Editrice II Mulino	Italy	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800208309	01639218		RLE Progress Report	CSALLB		Journal	Inactive	"2003, 1984-1996, 1978-1982, 1975-1976 "	Not OA						Massachusetts Institute of Technology	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions	Computer Science						
5800156016	00799335		"RLS, Regional Language Studies"	"CSALLB, CSASA"		Journal	Inactive	"1999, 1993-1994, 1991, 1989-1989, 1987-1987, 1982-1982, 1980-1980, 1978-1978, 1974-1976 "	Not OA						Memorial University of Newfoundland	Canada	North America	Social Sciences	Psychology	Social Sciences	Arts and Humanities								
12100156217	03611299 		Rocky Mountain Review	CSALLB		Journal	Active	2006	Not OA						Rocky Mountain Modern Language Association	United States	North America	Social Sciences	Arts and Humanities										
5900152719			Roger	CSADAA		Journal	Active	2005	Not OA									Social Sciences	Arts and Humanities										
5800207560	15280748		Romani Studies	CSALLB		Journal	Active	2005 2000-2003 	Not OA	Formerly known as	Journal of the Gypsy Lore Society				Gypsy Lore Society	United States	North America	Social Sciences	Psychology	Arts and Humanities									
19700170038	15828271 	18414273 	Romanian Journal of European Affairs	CSAWPS		Journal	Active	2001-ongoing 	Not OA						European Institute of Romania	Romania	Eastern Europe (incl. Russia and CIS)	Social Sciences	Social Sciences										
5800207805	09470565		Romanistik in Geschichte und Gegenwart	CSALLB		Journal	Active	2002-ongoing 	Not OA						Buske Verlag	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities									
5900152887	09569332		Royal Academy Magazine	"CSAART, CSADAA"		Journal	Active	1992-ongoing 	Not OA						Royal Academy of Arts	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
6500153193	00804460		Royal Musical Association Research Chronicle	CSABHI		Journal	Active	"2005-ongoing, 1987-1991, 1985-1985, 1978-1982, 1976-1976, 1974-1974, 1969-1971, 1964-1965 "	Not OA						Royal Musical Association	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
6000152704	14688670		RPS Journal	CSAART		Journal	Active	1999-ongoing 	Not OA	Formerly known as	Photographic Journal				Royal Photographic Society of Great Britain	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5700152733	03027724		"RS, Cuadernos de Realidades Sociales"	"CSASSA, CSASA"		Journal	Inactive	"1990-1997, 1979-1988, 1973-1977 "	Not OA						Instituto de sociologia aplicada	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Mathematics	Agricultural and Biological Sciences	Environmental Science	Social Sciences						
11600153451	02773945 		RSQ-Rhetoric Society Quarterly	CSABHI		Journal	Active	2006-ongoing	Not OA						Brigham Young University	United States	North America	Social Sciences	Arts and Humanities										
5700162395	13216627		Rural Social Work	"CSASSA, CSASA"		Journal	Active	2001-2004 	Not OA						La Trobe University	Australia	Australia/New Zealand	Social Sciences	Psychology	Social Sciences	Health Professions								
19900188021	18333060 		Rural Social Work and Community Practice	"CSASSA, CSASA"	Added	Journal	Active	2005-ongoing 	Not OA						University of Ballarat	Australia	Australia/New Zealand	Social Sciences	Social Sciences										
5800171939	03071847	17440378	RUSI JOURNAL	CSAWPS		Journal	Inactive	1986-1999 	Not OA						Royal United Services Institute	United Kingdom	Western Europe (incl. Israel)												
5800210196	09571760		Rusistika	"CSALLB, CSABHI"		Journal	Active	"2006-ongoing, 1991-2002 "	Not OA						Association for Language Learning	United Kingdom	Western Europe (incl. Israel)	Life Sciences	"Biochemistry, Genetics and Molecular Biology"	Psychology	Arts and Humanities	Social Sciences	Health Professions						
5800159429	00360252		Russian Language Journal/Russkii Yazyk	"CSALLB, CSASA"		Journal	Inactive	"1998-1999, 1993-1996, 1986-1991, 1972-1984 "	Not OA						"Michigan State University, Dept. of German & Russian "	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800209669			"Russian Philology, Occasional Papers"	CSALLB		Journal	Inactive	"2000-2002, 1989-1998 "	Not OA									Social Sciences	Psychology	Arts and Humanities									
19700169858	10611428 		Russian Social Science Review	"CSAWPS, CSASA"		Journal	Active	2006-ongoing 	Not OA						M.E. Sharpe Inc.	United States	North America	Social Sciences	Social Sciences	Environmental Science									
5800207722	08689539		Russkaya Slovesnost'	CSALLB		Journal	Active	"2000-ongoing, 1992-1998 "	Not OA						Mezhdunarodnaya Kniga	Russian Federation	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800207562	01316141		Russkii yazyk v shkole	CSALLB		Journal	Active	"2000-ongoing, 1974-1998, 1972-1972 "	Not OA						Ministerstvo Obrazovaniya Rossiiskoi Federatsii	Russian Federation	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
6000153573	0194049X		Rutgers Art Review	CSAART		Journal	Inactive	"2003 2000-2001, 1994-1997, 1992, 1990, 1986-1988, 1983-1984 "	Not OA						Students of the Graduate Program in Art History at Rutgers University	United States	North America	Social Sciences	Arts and Humanities										
5800172297	00360767		Saipa	CSAWPS		Journal	Inactive	1983-1998 	Not OA						South African Institute for Public Administration	South Africa	"Middle East, Africa"												
5800208075	05584639		Sananjalka	CSALLB		Journal	Inactive	1995-2003 	Not OA						Suomen Kielen Seura	Finland	Western Europe (incl. Israel)	Life Sciences	"Biochemistry, Genetics and Molecular Biology"	Psychology	Arts and Humanities								
14000155903			Santa Barbara Papers in Linguistics	CSALLB		Journal	Inactive	2004-2006							Department of Linguistics at the University of California	United States	North America	Social Sciences	Arts and Humanities	Psychology									
6500153169	13571559		Sartre Studies International	CSABHI		Journal	Active	2005-ongoing 	Not OA						Berghahn Books	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
12100156099	1212365X 		Sbornik Praci Fakulty Socialnich Studii Brnenske Univerzity: Socialni Studia	CSASA		Journal	Inactive	"2002-2003, 1998 "	Not OA									Social Sciences	Environmental Science	Social Sciences									
5800207988	02317567		"Sbornik Praci Filosoficke Fakulty Brnenske University, A: Rada Jazykovedna"	CSALLB		Journal	Active	"1991-2004, 1979-1989, 1976-1977, 1971-1974 "	Not OA						Masarykova Univerzita	Czech Republic	Eastern Europe (incl. Russia and CIS)	Life Sciences	"Biochemistry, Genetics and Molecular Biology"	Psychology	Arts and Humanities	Social Sciences	Computer Science						
5800207593	12114979 		Sbornik Praci Filosoficke Fakulty Brnenske University: Rada Germanisticko-Anglisticka	CSALLB		Journal	Inactive	"1996-2005, 1994, 1991-1992, 1988"	Not OA						Masarykova Univerzita	Czech Republic	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5700154253	02315122		Sbornik Praci Filosoficke Fakulty Brnenske University: Rada Socialnevedna/Series Sociologica	CSASA		Journal	Inactive	"1994-1997, 1990-1992, 1988-1988 "	Not OA						Masarykova Univerzita	Czech Republic	Eastern Europe (incl. Russia and CIS)	Physical Sciences	Environmental Science	Social Sciences									
5800209523	12111791 		Sbornik Praci Filosoficke Fakulty Brnenske Univerzity: Rada Anglisticka	CSALLB		Journal	Inactive	"2004-2005, 2000-2002"	Not OA						Masarykova Univerzita	Czech Republic	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Arts and Humanities									
5900152851	09063447		Scandinavian Journal of Design History	"CSAART, CSADAA"		Journal	Active	"2004-2005, 1991-2002 "	Not OA						Danske Kunstindustrimuseet	Denmark	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5800207568	00806765 		Scando-Slavica	CSALLB		Journal	Active	2004-ongoing 	Not OA						Munksgaard Denmark	Denmark	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5700172966	07401965		Schatzkammer	"CSALLB, CSASA"		Journal	Inactive	"2001, 1998-1999, 1989-1996, 1986-1987, 1975-1983 "	Not OA						University of South Dakota	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5600155941	1439121X		Schmollers Jahrbuch	"CSASSA, CSAWPS, CSASA"		Journal	Active	"2000-ongoing, 1968-1968, 1959-1959 "	Not OA	Formerly known as	Zeitschrift fur Wirtschafts- und Sozialwissenschaften				Duncker und Humblot GmbH	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Mathematics	Environmental Science	Social Sciences	Health Professions						
5900152770			Schmuck	CSADAA		Journal	Active	2006-ongoing 	Not OA									Social Sciences	Arts and Humanities										
12100156146	16110323 		"Schmuck, suppl. Best of Jewelry"	CSADAA		Journal	Active	2008-ongoing	Not OA									Social Sciences	Arts and Humanities										
12100156103	16110323 		"Schmuck, suppl. My time"	CSADAA		Journal	Active	2008-ongoing	Not OA									Social Sciences	Arts and Humanities										
5800210609	03536807		School Field	CSALLB		Journal	Inactive	"2001-2002, 1998-1999 "	Not OA	Continued as	Theory and Research in Education				SAGE Publications	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities									
5800207393	01615653		School Social Work Journal	CSASSA		Journal	Active	2005-ongoing 	Not OA						Illinois Association of School Social Workers	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5600152925	07863012		Science Studies	"CSASSA, CSAWPS, CSASA"		Journal	Active	"1995-2004, 1971-1974 "	Not OA						Finnish Society for Science Studies	Finland	Western Europe (incl. Israel)	Social Sciences	Psychology	Agricultural and Biological Sciences	Environmental Science	Social Sciences	Health Professions						
6400153196	00489751		Scots Magazine	CSABHI		Journal	Active	1988-ongoing 	Not OA						D.C. Thomson & Co. Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5700186589	02640198		Scottish Language	"CSALLB, CSASA"		Journal	Active	"2004-2005, 1998-2002, 1995, 1986-1992 "	Not OA						Association for Scottish Literary Studies	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
6500153229	00369411 		Scottish Studies	CSABHI		Journal	Active	"2006, 1991, 1989, 1987, 1962-1983 "	Not OA						"School of Scottish Studies, University of Edinburgh"	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5800210193	15164039 		Scripta	CSALLB		Journal	Inactive	"2006, 2000 "	Not OA						Editora PUC Minas	Portugal	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
19700170188	18542042 		Scripta Manent	CSALLB		Journal	Active	2005-ongoing 	Not OA						Slovensko Drustvo Uciteljev Tujega Strokovnega Jezika	Slovenia	Eastern Europe (incl. Russia and CIS)	Social Sciences	Arts and Humanities										
5900153333	0889728X 		Sculpture	CSAART		Journal	Active	"1999-ongoing, 1990-1997 "	Not OA	Including	Maquette				International Sculpture Center	United States	North America	Social Sciences	Arts and Humanities										
17700155421	1347278X 		Second Language	CSALLB		Journal	Inactive	2002-2007 	Not OA						Second Language Society	Japan	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Arts and Humanities										
5700166962	15332535 		Security and Defense Studies Review	"CSAWPS, CSASA"		Journal	Active	2004-ongoing	Not OA						Center for Hemispheric Defense Studies	United States	North America	Social Sciences	Social Sciences										
5700169004	09551662		Security Journal	"CSASSA, CSASA"		Journal	Inactive	1991-1996 	Not OA						Perpetuity Press	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Social Sciences	Health Professions	Computer Science							
5900152730	15514595		SEGDdesign	CSADAA		Journal	Active	2004-ongoing 	Not OA						Society for Environmental Graphic Design	United States	North America	Social Sciences	Arts and Humanities										
19900191473	13021796 		Selcuk Universitesi Sosyal Bilimler Enstitusu Dergisi/Selcuk University Journal of the Social Sciences	"CSAWPS, CSASA"	Added	Journal	Active	2008-ongoing 	Not OA						Selcuk University	Turkey	"Middle East, Africa"	Social Sciences	Social Sciences										
19900191422	01206346 		Semestre Economico	"CSAWPS, CSASA"	Added	Journal	Active	2010-ongoing 	Not OA						Universidad de Medellin	Colombia	Central & South America	Social Sciences	Social Sciences	Psychology									
5700171332	0170219X		Semiosis	"CSALLB, CSASA"		Journal	Inactive	1977-1998 	Not OA						Agis-Verlag	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5800210325	11305509		Sendebar	CSALLB		Journal	Inactive	"2001-2002, 1999, 1995-1997 "	Not OA						Servicio de Publicaciones de la Universidad	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Computer Science								
5800211940	10221522		Serie Linguistica Peruana	CSALLB		Journal	Inactive	"1997-2000, 1991-1995, 1986-1989 "	Not OA						"Departamento de Estudios Etno-Linguisticos, Instituto Linguistico de Verano"	Peru	Central & South America	Life Sciences	"Biochemistry, Genetics and Molecular Biology"	Psychology	Arts and Humanities								
5700161529	15386589		Seton Hall Journal of Diplomacy and International Relations	"CSAWPS, CSASA"		Journal	Active	2000-2005 	Not OA						Columbia University Press	United States	North America	Social Sciences	Social Sciences										
5700161721	16724283		Shaanxi Shifandaxue Xuebao/Journal of Shaanxi Normal University (Philosophy andSocial Sciences)	"CSALLB, CSAWPS, CSASA"		Journal	Active	2000-ongoing 	Not OA						Shanxi Shifan Daxue	China	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions							
5600152998	00215414		Shakaigaku Hyoron/Japanese Sociological Review	"CSASSA, CSAWPS, CSASA"		Journal	Active	"1983-2005, 1971-1976, 1955-1964 "	Not OA						Nihon Shakai Gakkai	Japan	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Mathematics	Environmental Science	Social Sciences							
5700166495	10087095 		Shanghai Jiaotong Daxue Xuebao (Zhexue Shehui Kexue Ban)/ Journal of Shanghai Jiaotong University (Philosophy & Social Sciences)	"CSAWPS, CSASA"		Journal	Inactive	2005	Not OA						Shanghai Jiaotong University Press	China	Asia Pacific (without Russia/CIS and Middle East)	Life Sciences	Agricultural and Biological Sciences	Agricultural and Biological Sciences	Social Sciences								
5700154893	08859612		Shelterforce	"CSASSA, CSASA"		Journal	Inactive	"1982-1997, 1978-1980 "	Not OA						National Housing Institute	United States	North America	Social Sciences	Psychology	Social Sciences									
19900189321	16740823 		Shengyang Gongye Daxue Xuebao (Shehui Kexue Ban)/Journal of Shengyan University of Technology (Social Science Edition)	"CSAWPS, CSASA"	Added	Journal	Active	2009-ongoing 	Not OA						Shengyan University of Technology	China	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Social Sciences										
5800207534	10025804		Shijie Hanyu Jiaoxue / Chinese Teaching in the World	CSALLB		Journal	Active	2002-ongoing 	Not OA						Beijing Yuyan Xueyuan Chubanshe	China	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800209025	03893138 		Shu-ryu	CSALLB		Journal	Active	"2007-ongoing, 2005, 1999-2001, 1996-1997, 1993-1994, 1972 "	Not OA						Doshisha Daigaku Eibun Gakkai	Japan	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Arts and Humanities										
5800169471	0175274X		Sicherheit und Frieden/Security and Peace	CSAWPS		Journal	Active	2004-2005 	Not OA						"Nomos Verlagsgesellschaft mbH and Co., KG"	Germany	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
17700155437	14064243 		Sign Systems Studies	CSALLB		Journal	Active	"2006-ongoing, 2003"							Tartu University Press	Estonia	Eastern Europe (incl. Russia and CIS)	Social Sciences	Arts and Humanities	Social Sciences									
5700159754	01011812		Signo	"CSALLB, CSASA"		Journal	Active	"1997-2005, 1995 "	Not OA						Universidade de Santa Cruz do Sul	Brazil	Central & South America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5600153820	03263932		Signos Universitarios	"CSASSA, CSALLB, CSAWPS, CSASA"		Journal	Inactive	"2001, 1996-1999 "	Not OA						Universidad del Salvador	Argentina	Central & South America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions							
5900152790	00375063		Signs of the Times	CSADAA		Journal	Active	"2004-ongoing, 1994-1999 "	Not OA						S T Publications Inc	United States	North America	Social Sciences	Arts and Humanities										
5800207613	15163083		Signum: Estudos da Linguagem	CSALLB		Journal	Inactive	"2003-2005, 2000, 1998"	Not OA						Universidade Estadual de Londrina	Brazil	Central & South America	Social Sciences	Psychology	Arts and Humanities									
6000154600	07827423		Siksi	CSAART		Journal	Inactive	1991-1998 	Not OA	Continued as	Nu: The Nordic Art Review				Nordiskt Konstcentrum	Finland	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5800207835			SIL Electronic Book Reviews	CSALLB		Journal	Active	2003-ongoing 	Not OA						SIL International	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800207764	10879250		SIL Electronic Working Papers (SILEWP)	CSALLB		Journal	Active	1996-ongoing 	Not OA						Summer Institute of Linguistics	United States	North America	Social Sciences	Psychology	Social Sciences	Computer Science	Arts and Humanities							
5900152837	08996105 		Silver Magazine	CSADAA		Journal	Active	2006-ongoing 	Not OA									Social Sciences	Arts and Humanities										
5900152748	17432677 		Silver Studies: the Journal of the Silver Society	"CSADAA, CSAART"		Journal	Active	2004-ongoing	Not OA						Silver Society	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5600153214	09392327		Simmel Newsletter	"CSALLB, CSASA"		Journal	Inactive	1991-1999 	Not OA	Continued as	Simmel Studies				Simmel Newsletter	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Agricultural and Biological Sciences	Social Sciences							
5600155011	16162552		Simmel Studies	"CSAWPS, CSASA"		Journal	Active	2000-2005 	Not OA	Formerly known as	Simmel Newsletter				Universitat Bielefeld. Fakultat fur Soziologie	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Social Sciences									
11600153624	1562384X 		Sincronia	CSALLB		Journal	Active	2006	Not OA						Universidad de Guadalajara	Mexico	Central & South America	Social Sciences	Arts and Humanities										
11600153637	19902670		Sino-Christian Studies	CSABHI		Journal	Active	2006-ongoing							Chung Yuan Christian University	Taiwan	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Arts and Humanities										
5800208074	02149141		Sintagma	CSALLB		Journal	Active	1989-2005 	OA registered						Universitat de Lleida	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5800170460	09530282		SIPRI Yearbook	CSAWPS		Journal	Inactive	2001-2003 	Not OA						Oxford University Press	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5700162922	02100223		Sistema	"CSALLB, CSAWPS, CSASA"		Journal	Active	"2002-ongoing, 1982-1982 "	Not OA						Fundacion Sistema	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Agricultural and Biological Sciences	Environmental Science	Arts and Humanities	Social Sciences						
5600155245	02085070		Sisyphus	"CSASSA, CSAWPS, CSASA"		Journal	Inactive	"2000, 1998, 1992-1993 "	Not OA						Institute of Political Sciences	Poland	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Social Sciences									
19700169963	15591565 		Situations: Project of the Radical Imagination	CSASA		Journal	Active	"2009-ongoing, 2005-2007 "	Not OA						City University of New York	United States	North America	Social Sciences	Social Sciences										
5700164013	13039377		Sivil Toplum	"CSAWPS, CSASA"		Journal	Active	2003-ongoing 	Not OA						Egitim Danismanligi ve Arastirmalari Merkezi	Turkey	"Middle East, Africa"	Social Sciences	Psychology	Social Sciences									
5800207891	14568438		SKY Journal of Linguistics	CSALLB		Journal	Active	2004-2005 	OA registered						Suomen Kielitieteellinen Yhdistys	Finland	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800207788	00810002		Slavia Occidentalis	CSALLB		Journal	Active	"1999-2004, 1993-1997, 1991, 1975-1989, 1973-1973 "	Not OA						Wydawnictwo Poznanskiego Towarzystwa Przyjaciol nauk 	Poland	Eastern Europe (incl. Russia and CIS)	Life Sciences	"Biochemistry, Genetics and Molecular Biology"	Psychology	Arts and Humanities								
5800208446	05835356		Slavica	CSALLB		Journal	Active	"2002-2004, 1999-2000, 1997, 1995, 1990, 1986-1986, 1983-1983 "	Not OA						Kossuth Lajos Tudomanyegyetem	Hungary	Eastern Europe (incl. Russia and CIS)	Life Sciences	"Biochemistry, Genetics and Molecular Biology"	Psychology	Arts and Humanities	Social Sciences							
5800207921	00376787	13362364	Slavica Slovaca	CSALLB		Journal	Active	"2002-2004, 1972-1974 "	OA registered						Vydavatesstvo Matice Slovenskej	Slovakia	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800155978	03506894		Slavisticna revija	"CSALLB, CSASA"		Journal	Active	1973-ongoing 	Not OA						Slavisticno Drustvo Slovenije	Slovenia	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5600156254	13617427		Slavonica	"CSALLB, CSASA"		Journal	Inactive	1994-2002 	Not OA						Maney Publishing	United Kingdom	Western Europe (incl. Israel)	Life Sciences	"Biochemistry, Genetics and Molecular Biology"	Psychology	Arts and Humanities	Social Sciences							
5800170482	13356259		Slovak Foreign Policy Affairs	CSAWPS		Journal	Active	2003-2004 	Not OA						Slovak Foreign Policy Association	Slovakia	Eastern Europe (incl. Russia and CIS)	Social Sciences	Social Sciences										
5800207545	14082616	15811271	Slovenski jezik / Slovene Linguistic Studies	CSALLB		Journal	Active	"2005 2003 2001, 1999, 1997 "	Not OA						University of Kansas Department of Slavic Languages and Literatures	Slovenia	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Arts and Humanities									
5800209720	05836255		Slovo	CSALLB		Journal	Inactive	"1999-2000, 1993-1994, 1984-1989, 1976-1982, 1972-1974 "	Not OA						Staroslavenski Institut	Croatia	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Arts and Humanities									
5700164304	09546839		Slovo (Leeds)	"CSAWPS, CSASA"		Journal	Active	2003-2005 	Not OA						School of Slavonic and East European Studies	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5600153930	09592318	17439558	Small Wars and Insurgencies	"CSAWPS, CSASA"		Journal	Active	1990-ongoing 	Not OA						Frank Cars	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
6000166538	08904901		Smithsonian Studies in American Art	CSAART		Journal	Inactive	1987-1990 	Not OA	Continued as	American Art				Oxford University Press	United States	North America	Social Sciences	Arts and Humanities										
12100156319	15901807 		Snippets	CSALLB		Journal	Active	2007-ongoing	Not OA						"LED, Edizioni Universitarie di Lettere Economia Diritto"	Italy	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5900152832	08099383		SNITT	"CSAART, CSADAA"		Journal	Active	2006-ongoing 	Not OA						Grafill	Norway	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5600152913	01550306		Social Alternatives	"CSASSA, CSAWPS, CSASA"		Journal	Active	"1983-ongoing, 1977-1981 "	Not OA						Social Alternatives	Australia	Australia/New Zealand	Social Sciences	Psychology	Agricultural and Biological Sciences	Environmental Science	Social Sciences	Health Professions						
11600153466			Social Issues in Israel	"CSAWPS, CSASA"		Journal	Active	2005-ongoing	Not OA							Israel	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5600153501	10431578		Social Justice	"CSASSA, CSALLB, CSAWPS, CSASA"		Journal	Active	"1998-2005, 1988-1996 "	Not OA	Incorporating	Contemporary Marxism				Social Justice	United States	North America	Social Sciences	Psychology	Arts and Humanities	Agricultural and Biological Sciences	Environmental Science	Social Sciences						
5700161511	14742837		Social Movement Studies	"CSAWPS, CSASA"		Journal	Active	2002-ongoing 	Not OA						Carfax Publishing Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Social Sciences									
5700156130	10737855		Social Pathology	"CSASSA, CSASA"		Journal	Inactive	1995-1998 	Not OA						Harrow and Heston Publishers	United States	North America	Social Sciences	Psychology	Agricultural and Biological Sciences	Environmental Science	Social Sciences							
5700164331	15434044		Social Philosophy Today	"CSAWPS, CSASA"		Journal	Active	2003-2004 	Not OA						E. Mellen Press	United States	North America	Social Sciences	Psychology	Environmental Science	Social Sciences								
12100155921	14747464 		Social Policy and Society	"CSASSA, CSASA"		Journal	Active	2006-ongoing 	Not OA						Cambridge University Press	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences	Health Professions									
5600152914	07376871		Social Process in Hawaii	"CSASSA, CSALLB, CSAWPS, CSASA"		Journal	Active	"2004 2001-2002, 1999, 1996-1997, 1994, 1991-1992, 1989-1989, 1982-1984, 1979-1980, 1954-1955, 1952-1952 "	Not OA						"Department of Sociology, University of Hawaii at Manoa"	United States	North America	Social Sciences	Psychology	Environmental Science	Arts and Humanities	Social Sciences							
5700163199	13607898 		Social Research Update	CSASA		Journal	Active	"2007-ongoing, 2001-2005"	Not OA						University of Surrey	United Kingdom	Western Europe (incl. Israel)	Physical Sciences	Mathematics	Social Sciences	Computer Science								
