File	Author	ListedPapers	Papers	Warnings	Errors	General	Life Sciences	Social Sciences	Physical Sciences	Health Sciences	Unknown	Uniformity
489	Wharton, J.	110	109	0	0	0.02752	0.4694	 0.000	 0.000	0.4847	0.01835	0.4564
490	White, P.J.	18	17	0	0	 0.000	0.1765	 0.000	 0.000	0.8235	 0.000	0.7093
491	Wigneshweraraj, S.R.	35	34	0	0	0.05882	0.8824	 0.000	 0.000	0.02941	0.02941	0.7837
492	Wilkins, M.R.	80	79	0	0	0.01266	0.2363	 0.000	 0.000	0.7511	 0.000	0.6201
493	Wilkinson, R.J.	99	98	0	0	0.03061	0.2152	0.01531	0.02041	0.7185	 0.000	0.5641
494	Williams, R.O.	74	73	0	0	0.06849	0.3356	 0.000	0.009132	0.5594	0.02740	0.4310
495	Professor Williams, G.R.	245	244	2	0	 0.000	0.1168	 0.000	0.05225	0.4621	0.3689	0.3660
496	Professor Williams, T.J.	313	312	3	0	0.009615	0.4117	0.002137	0.02610	0.2588	0.2917	0.3223
497	Professor Williamson, C.	41	40	0	0	 0.000	0.1601	 0.000	 0.000	0.7649	0.07500	0.6163
498	Winston, A.	42	41	0	0	 0.000	0.1951	 0.000	 0.000	0.7561	0.04878	0.6121
499	Wise, R.J.S.	119	118	0	0	0.02542	0.3261	0.03249	0.06045	0.5470	0.008475	0.4110
500	Wojciak Stothard, B.	21	20	0	0	 0.000	0.7667	 0.000	 0.000	0.2333	 0.000	0.6422
501	Dr Woloshynowych, M.	18	17	0	0	 0.000	 0.000	0.08824	 0.000	0.9118	 0.000	0.8391
502	Wood, D.A.	261	260	0	0	 0.000	0.1500	 0.000	0.1038	0.4115	0.3346	0.3146
503	Wort, S.J.	25	24	0	0	 0.000	0.1979	 0.000	 0.000	0.8021	 0.000	0.6825
504	Wynne, K.J.	16	15	0	0	 0.000	0.2011	 0.000	 0.000	0.5989	0.2000	0.4391
505	Yag�e, E.	17	0	0	16	   NaN	Infinity	   NaN	Infinity	Infinity	   NaN	   NaN
506	Ying, L.M.	62	61	0	0	0.08197	0.1243	0.008197	0.6762	0.1093	 0.000	0.4915
507	Young, D.B.	213	212	0	0	0.02830	0.5066	0.002358	0.006211	0.4377	0.01887	0.4494
508	Yu, V.	2	1	0	0	 0.000	 1.000	 0.000	 0.000	 0.000	 0.000	 1.000
509	Zacharakis, E.	42	41	0	5	 0.000	 0.000	 0.000	 0.000	0.8049	0.1951	0.6859
510	Dr Zhao, L.	32	31	0	0	0.03226	0.3065	 0.000	0.04301	0.5860	0.03226	0.4413
511	Dr Ziprin, P.	46	45	0	0	 0.000	0.1333	 0.000	 0.000	0.8444	0.02222	0.7314
