Author	Period	Full Name	ID	Time Period	h index	Number of publications 	Number of citations 	Degree 	Betweenness 	Closeness 	Eigenvector 	Clustering Coefficient	Strength	Constraint	Effective Size	Efficiency	Academic Tenure 0 = lecturer, 1 = senior lecturer, 2 = reader, 3 = professor	Clinical Activity(1=clinician, 0=non clinician)	Department 1 = Clinical Sciences, 2 = Kennedy Institue of Rheumatology, 3 = Medicine, 4 = NHLI, 5 = School of Public Health, 6 = Surgery and Cancer	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max	 Team.Mean	  Team.Min	   Team.Q1	   Team.Q2	   Team.Q3	  Team.Max	  All.1st	 All.Last	  All.2nd	 All.PenU	All.Other	All.Total	     All.1st%	     All.Last%	     All.2nd%	     All.PenU%	     All.Other%	     All.Total%	Solo.Total	     Solo.Total%	  Team.1st	 Team.Last	  Team.2nd	 Team.PenU	Team.Other	Team.Total	     Team.1st%	     Team.Last%	     Team.2nd%	     Team.PenU%	     Team.Other%	     Team.Total%	  NAlphaTeam.1st	 NAlphaTeam.Last	  NAlphaTeam.2nd	 NAlphaTeam.PenU	NAlphaTeam.Other	NAlphaTeam.Total	     NAlphaTeam.1st%	     NAlphaTeam.Last%	     NAlphaTeam.2nd%	     NAlphaTeam.PenU%	     NAlphaTeam.Other%	     NAlphaTeam.Total%	  AlphaTeam.1st	 AlphaTeam.Last	  AlphaTeam.2nd	 AlphaTeam.PenU	AlphaTeam.Other	AlphaTeam.Total	     AlphaTeam.1st%	     AlphaTeam.Last%	     AlphaTeam.2nd%	     AlphaTeam.PenU%	     AlphaTeam.Other%	     AlphaTeam.Total%
Professor Huhtaniemi, I.T.	3	Huhtaniemi, Professor Ilpo Tapani FMedSci	415.0	3.0	29.0	177.0	2876.0	0.0253183052606651	0.281417112784386	0.00526134886525946	0.00130196080884441	0.100959342165372	541.0	0.035945636694277	180.504032754241	0.898030013702692	3.0	0.0	6.0	         9.13	            1	            3	            6	           11	           39	      9.49	         2	         4	         7	        11	        39	        7	       12	        2	        8	       18	       47	         0.15	          0.26	         0.04	          0.17	           0.38	           1.00	         2	                 0.04	         5	        12	         2	         8	        18	        45	          0.11	           0.26	          0.04	           0.17	            0.38	            0.96	               3	              12	               2	               8	              18	              43	                0.06	                 0.26	                0.04	                 0.17	                  0.38	                  0.91	              2	              0	              0	              0	              0	              2	               0.04	                0.00	               0.00	                0.00	                 0.00	                 0.04
Professor Huhtaniemi, I.T.	4	
Professor Hussell, T.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         4.15	            2	            3	            4	            6	            7	      4.15	         2	         3	         4	         6	         7	       14	        5	        3	        0	        4	       26	         0.54	          0.19	         0.12	          0.00	           0.15	           1.00	         0	                 0.00	        14	         5	         3	         0	         4	        26	          0.54	           0.19	          0.12	           0.00	            0.15	            1.00	               6	               5	               3	               0	               4	              18	                0.23	                 0.19	                0.12	                 0.00	                  0.15	                  0.69	              8	              0	              0	              0	              0	              8	               0.31	                0.00	               0.00	                0.00	                 0.00	                 0.31
Professor Hussell, T.	1	Hussell, Professor Tracy	416.0	1.0	11.0	12.0	634.0	0.0131942561005109	0.0174046925045229	0.00897189566984673	0.00602386481479923	0.22063492063492	57.0	0.0710809821337006	32.3315995928518	0.898099988690329	3.0	0.0	4.0	         5.83	            2	            5	            6	            7	           10	      5.83	         2	         5	         6	         7	        10	        2	        4	        4	        0	        2	       12	         0.17	          0.33	         0.33	          0.00	           0.17	           1.00	         0	                 0.00	         2	         4	         4	         0	         2	        12	          0.17	           0.33	          0.33	           0.00	            0.17	            1.00	               2	               4	               4	               0	               2	              12	                0.17	                 0.33	                0.33	                 0.00	                  0.17	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Hussell, T.	2	Hussell, Professor Tracy	416.0	2.0	17.0	36.0	952.0	0.0109892525110442	0.100627644753091	0.00607652786090809	1.23652874353753E-5	0.16231884057971	148.0	0.0587800502477296	63.7338963963964	0.910484234234234	3.0	0.0	4.0	         6.71	            2	            4	            6	           10	           13	      6.71	         2	         4	         6	        10	        13	        5	        9	        3	        3	        4	       24	         0.21	          0.38	         0.13	          0.13	           0.17	           1.00	         0	                 0.00	         5	         9	         3	         3	         4	        24	          0.21	           0.38	          0.13	           0.13	            0.17	            1.00	               4	               9	               2	               3	               4	              22	                0.17	                 0.38	                0.08	                 0.13	                  0.17	                  0.92	              1	              0	              1	              0	              0	              2	               0.04	                0.00	               0.04	                0.00	                 0.00	                 0.08
Professor Hussell, T.	3	Hussell, Professor Tracy	416.0	3.0	18.0	53.0	1105.0	0.00705385619202612	0.0657266021947421	0.00459856662904295	6.45521876709478E-6	0.157142857142857	82.0	0.0713910593213816	49.9112466124661	0.891272260936895	3.0	0.0	4.0	         6.38	            2	            3	            8	           10	           11	      6.38	         2	         3	         8	        10	        11	        1	        9	        2	        0	        4	       16	         0.06	          0.56	         0.13	          0.00	           0.25	           1.00	         0	                 0.00	         1	         9	         2	         0	         4	        16	          0.06	           0.56	          0.13	           0.00	            0.25	            1.00	               1	               7	               2	               0	               4	              14	                0.06	                 0.44	                0.13	                 0.00	                  0.25	                  0.88	              0	              2	              0	              0	              0	              2	               0.00	                0.13	               0.00	                0.00	                 0.00	                 0.13
Professor Hussell, T.	4	
Dr Imami, N.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         6.78	            3	            5	            7	            9	           11	      6.78	         3	         5	         7	         9	        11	        7	        1	        2	        0	        8	       18	         0.39	          0.06	         0.11	          0.00	           0.44	           1.00	         0	                 0.00	         7	         1	         2	         0	         8	        18	          0.39	           0.06	          0.11	           0.00	            0.44	            1.00	               6	               0	               2	               0	               8	              16	                0.33	                 0.00	                0.11	                 0.00	                  0.44	                  0.89	              1	              1	              0	              0	              0	              2	               0.06	                0.06	               0.00	                0.00	                 0.00	                 0.11
Dr Imami, N.	1	Imami, Dr Nesrina	291.0	1.0	13.0	31.0	517.0	0.0249224837454094	0.0368213294760015	0.00936088660300581	0.0173022276849044	0.174275680421422	237.0	0.0968696152292381	61.6405838652673	0.906479174489226	2.0	0.0	3.0	         6.23	            2	            3	            6	            8	           14	      6.23	         2	         3	         6	         8	        14	       10	        6	        7	        1	        7	       31	         0.32	          0.19	         0.23	          0.03	           0.23	           1.00	         0	                 0.00	        10	         6	         7	         1	         7	        31	          0.32	           0.19	          0.23	           0.03	            0.23	            1.00	              10	               6	               7	               1	               7	              31	                0.32	                 0.19	                0.23	                 0.03	                  0.23	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Imami, N.	2	Imami, Dr Nesrina	277.0	2.0	14.0	51.0	686.0	0.00784946607931728	0.0232845036710899	0.00562419327615614	3.1190583486586E-7	0.201632653061224	205.0	0.0978558324190124	44.3221479372804	0.886442958745609	2.0	0.0	3.0	         6.25	            3	            4	            6	            8	           12	      6.25	         3	         4	         6	         8	        12	        2	        8	        3	        4	        3	       20	         0.10	          0.40	         0.15	          0.20	           0.15	           1.00	         0	                 0.00	         2	         8	         3	         4	         3	        20	          0.10	           0.40	          0.15	           0.20	            0.15	            1.00	               2	               5	               3	               4	               3	              17	                0.10	                 0.25	                0.15	                 0.20	                  0.15	                  0.85	              0	              3	              0	              0	              0	              3	               0.00	                0.15	               0.00	                0.00	                 0.00	                 0.15
Dr Imami, N.	3	Imami, Dr Nesrina	277.0	3.0	14.0	65.0	751.0	0.00806154993374413	0.0292569067384836	0.00448771920933763	7.59790868769288E-7	0.134424603174603	165.0	0.0713350525058625	58.1370831072877	0.90839192355137	2.0	0.0	3.0	         7.38	            3	            6	            8	            9	           11	      7.38	         3	         6	         8	         9	        11	        0	        6	        2	        2	        3	       13	         0.00	          0.46	         0.15	          0.15	           0.23	           1.00	         0	                 0.00	         0	         6	         2	         2	         3	        13	          0.00	           0.46	          0.15	           0.15	            0.23	            1.00	               0	               6	               2	               2	               3	              13	                0.00	                 0.46	                0.15	                 0.15	                  0.23	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Imami, N.	4	
Dr Inwald, D.P.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         4.67	            3	            3	            4	            6	            7	      4.67	         3	         3	         4	         6	         7	        7	        0	        1	        1	        0	        9	         0.78	          0.00	         0.11	          0.11	           0.00	           1.00	         0	                 0.00	         7	         0	         1	         1	         0	         9	          0.78	           0.00	          0.11	           0.11	            0.00	            1.00	               6	               0	               1	               1	               0	               8	                0.67	                 0.00	                0.11	                 0.11	                  0.00	                  0.89	              1	              0	              0	              0	              0	              1	               0.11	                0.00	               0.00	                0.00	                 0.00	                 0.11
Dr Inwald, D.P.	1	Inwald, Dr David Philip	173.0	1.0	6.0	7.0	228.0	0.00733014227806161	0.01886657444559	0.00879671351493316	0.00342411304768536	0.21578947368421	22.0	0.102890340940463	17.2432851239669	0.862164256198347	1.0	1.0	3.0	         4.57	            2	            3	            5	            6	            7	      4.57	         2	         3	         5	         6	         7	        5	        0	        1	        1	        0	        7	         0.71	          0.00	         0.14	          0.14	           0.00	           1.00	         0	                 0.00	         5	         0	         1	         1	         0	         7	          0.71	           0.00	          0.14	           0.14	            0.00	            1.00	               4	               0	               1	               1	               0	               6	                0.57	                 0.00	                0.14	                 0.14	                  0.00	                  0.86	              1	              0	              0	              0	              0	              1	               0.14	                0.00	               0.00	                0.00	                 0.00	                 0.14
Dr Inwald, D.P.	2	Inwald, Dr David Philip	173.0	2.0	7.0	14.0	267.0	0.00141290389427711	0.0171675093130001	0.00560913083533114	5.80322607929901E-4	0.5	9.0	0.237009629843246	6.37962962962962	0.708847736625514	1.0	1.0	3.0	         3.71	            1	            2	            4	            5	            7	      4.17	         2	         2	         5	         5	         7	        6	        1	        0	        0	        0	        7	         0.86	          0.14	         0.00	          0.00	           0.00	           1.00	         1	                 0.14	         5	         1	         0	         0	         0	         6	          0.71	           0.14	          0.00	           0.00	            0.00	            0.86	               4	               0	               0	               0	               0	               4	                0.57	                 0.00	                0.00	                 0.00	                  0.00	                  0.57	              1	              1	              0	              0	              0	              2	               0.14	                0.14	               0.00	                0.00	                 0.00	                 0.29
Dr Inwald, D.P.	3	Inwald, Dr David Philip	173.0	3.0	7.0	18.0	277.0	0.00100769374171801	0.00942084785430142	0.00363259370085759	1.96362683481833E-8	0.25	8.0	0.274721871361121	6.4375	0.8046875	1.0	1.0	3.0	         3.00	            1	            3	            4	            4	            4	      3.67	         3	         3	         4	         4	         4	        3	        1	        0	        0	        0	        4	         0.75	          0.25	         0.00	          0.00	           0.00	           1.00	         1	                 0.25	         2	         1	         0	         0	         0	         3	          0.50	           0.25	          0.00	           0.00	            0.00	            0.75	               2	               1	               0	               0	               0	               3	                0.50	                 0.25	                0.00	                 0.00	                  0.00	                  0.75	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Inwald, D.P.	4	
Dr Itoh, Y.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         4.82	            1	            3	            4	            6	           27	      4.86	         2	         3	         4	         6	        27	       30	        8	       23	        7	       14	       82	         0.37	          0.10	         0.28	          0.09	           0.17	           1.00	         1	                 0.01	        29	         8	        23	         7	        14	        81	          0.35	           0.10	          0.28	           0.09	            0.17	            0.99	              23	               8	              21	               6	              14	              72	                0.28	                 0.10	                0.26	                 0.07	                  0.17	                  0.88	              6	              0	              2	              1	              0	              9	               0.07	                0.00	               0.02	                0.01	                 0.00	                 0.11
Dr Itoh, Y.	1	Itoh, Dr Yoshifumi	174.0	1.0	17.0	27.0	1312.0	 	 	 	 	 	 	 	 	 	1.0	0.0	2.0	         5.08	            2	            3	            5	            7	           10	      5.08	         2	         3	         5	         7	        10	        8	       12	        7	        2	       10	       39	         0.21	          0.31	         0.18	          0.05	           0.26	           1.00	         0	                 0.00	         8	        12	         7	         2	        10	        39	          0.21	           0.31	          0.18	           0.05	            0.26	            1.00	               5	              12	               7	               2	              10	              36	                0.13	                 0.31	                0.18	                 0.05	                  0.26	                  0.92	              3	              0	              0	              0	              0	              3	               0.08	                0.00	               0.00	                0.00	                 0.00	                 0.08
Dr Itoh, Y.	2	Itoh, Dr Yoshifumi	174.0	2.0	22.0	44.0	1799.0	0.012716135048494	0.0871905909940062	0.00532768450743771	6.29685982341736E-6	0.175617283950617	 	 	 	 	1.0	0.0	2.0	         4.63	            1	            3	            4	            6	            9	      4.77	         2	         3	         5	         6	         9	       10	        5	        3	        5	        4	       27	         0.37	          0.19	         0.11	          0.19	           0.15	           1.00	         1	                 0.04	         9	         5	         3	         5	         4	        26	          0.33	           0.19	          0.11	           0.19	            0.15	            0.96	               7	               5	               3	               5	               4	              24	                0.26	                 0.19	                0.11	                 0.19	                  0.15	                  0.89	              2	              0	              0	              0	              0	              2	               0.07	                0.00	               0.00	                0.00	                 0.00	                 0.07
Dr Itoh, Y.	3	Itoh, Dr Yoshifumi	174.0	3.0	22.0	56.0	1845.0	0.0110846311588981	0.135737849643974	0.00484134008986887	2.96515177112204E-5	0.166144200626959	126.0	0.0405498624828188	77.7800964830376	0.88386473276179	1.0	0.0	2.0	         6.83	            2	            4	            6	           11	           14	      6.83	         2	         4	         6	        11	        14	        1	        4	        1	        1	        5	       12	         0.08	          0.33	         0.08	          0.08	           0.42	           1.00	         0	                 0.00	         1	         4	         1	         1	         5	        12	          0.08	           0.33	          0.08	           0.08	            0.42	            1.00	               1	               3	               1	               1	               5	              11	                0.08	                 0.25	                0.08	                 0.08	                  0.42	                  0.92	              0	              1	              0	              0	              0	              1	               0.00	                0.08	               0.00	                0.00	                 0.00	                 0.08
Dr Itoh, Y.	4	
Professor Jarvelin, M.R.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         4.67	            1	            3	            4	            6	           19	      4.97	         2	         4	         4	         6	        19	       15	       21	       17	       14	       12	       79	         0.19	          0.27	         0.22	          0.18	           0.15	           1.00	         6	                 0.08	         9	        21	        17	        14	        12	        73	          0.11	           0.27	          0.22	           0.18	            0.15	            0.92	               9	              21	              17	              14	              12	              73	                0.11	                 0.27	                0.22	                 0.18	                  0.15	                  0.92	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Jarvelin, M.R.	1	Jarvelin, Professor Marjo-Riitta	417.0	1.0	25.0	49.0	2115.0	0.0469129105795943	0.294906987670079	0.00902051798873666	0.0074143253126263	0.0843996062992126	270.0	0.0452400960709917	121.552191358024	0.949626494984567	3.0	1.0	5.0	         6.71	            3	            5	            6	            8	           19	      6.71	         3	         5	         6	         8	        19	        0	       21	        4	       10	       14	       49	         0.00	          0.43	         0.08	          0.20	           0.29	           1.00	         0	                 0.00	         0	        21	         4	        10	        14	        49	          0.00	           0.43	          0.08	           0.20	            0.29	            1.00	               0	              21	               4	              10	              14	              49	                0.00	                 0.43	                0.08	                 0.20	                  0.29	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Jarvelin, M.R.	2	Jarvelin, Professor Marjo-Riitta	417.0	2.0	32.0	92.0	3170.0	0.0277871099207831	0.351641523076648	0.0063636170852406	1.61178889083892E-5	0.108436055469953	469.0	0.0559273820202257	164.705696749204	0.930540659600024	3.0	1.0	5.0	         9.77	            4	            5	            8	           11	           38	      9.77	         4	         5	         8	        11	        38	        1	       15	        4	       10	       13	       43	         0.02	          0.35	         0.09	          0.23	           0.30	           1.00	         0	                 0.00	         1	        15	         4	        10	        13	        43	          0.02	           0.35	          0.09	           0.23	            0.30	            1.00	               1	              15	               4	              10	              13	              43	                0.02	                 0.35	                0.09	                 0.23	                  0.30	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Jarvelin, M.R.	3	Jarvelin, Professor Marjo-Riitta	417.0	3.0	36.0	177.0	5188.0	0.0968645609226444	0.514513741496138	0.00594438973611905	0.00496585537030348	0.131711909406155	2685.0	0.0109841716314087	713.889542845184	0.928334906170591	3.0	1.0	5.0	        20.48	            2	            8	           11	           20	          145	     20.48	         2	         8	        11	        20	       145	        1	       14	       10	       11	       41	       77	         0.01	          0.18	         0.13	          0.14	           0.53	           1.00	         0	                 0.00	         1	        14	        10	        11	        41	        77	          0.01	           0.18	          0.13	           0.14	            0.53	            1.00	               1	              14	              10	              11	              41	              77	                0.01	                 0.18	                0.13	                 0.14	                  0.53	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Jarvelin, M.R.	4	
Dr Jarvis, D.L.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         7.24	            1	            4	            4	            6	           97	      7.63	         2	         4	         4	         6	        97	       10	        1	       11	        4	        8	       34	         0.29	          0.03	         0.32	          0.12	           0.24	           1.00	         2	                 0.06	         8	         1	        11	         4	         8	        32	          0.24	           0.03	          0.32	           0.12	            0.24	            0.94	               8	               1	              11	               4	               8	              32	                0.24	                 0.03	                0.32	                 0.12	                  0.24	                  0.94	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Jarvis, D.L.	1	Jarvis, Dr Deborah Louise (Debbie)	257.0	1.0	13.0	15.0	987.0	0.0388497540737265	0.028026558410159	0.00889302705150935	0.0210968109845795	0.457142857142857	245.0	0.0447143463790592	77.3342735042734	0.729568617964844	2.0	1.0	4.0	        11.73	            1	            4	            6	           14	           67	     12.50	         3	         4	         6	        14	        67	        2	        0	        5	        0	        8	       15	         0.13	          0.00	         0.33	          0.00	           0.53	           1.00	         1	                 0.07	         1	         0	         5	         0	         8	        14	          0.07	           0.00	          0.33	           0.00	            0.53	            0.93	               1	               0	               5	               0	               8	              14	                0.07	                 0.00	                0.33	                 0.00	                  0.53	                  0.93	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Jarvis, D.L.	2	Jarvis, Dr Deborah Louise (Debbie)	278.0	2.0	25.0	40.0	1692.0	0.0221354943436747	0.0141522743024345	0.00571018694683644	4.23073023439833E-6	0.396048632218845	3.0	0.531822469760875	1.76190476190476	0.587301587301587	2.0	1.0	4.0	        15.88	            4	           10	           15	           18	           75	     15.88	         4	        10	        15	        18	        75	        3	        2	        1	        1	       18	       25	         0.12	          0.08	         0.04	          0.04	           0.72	           1.00	         0	                 0.00	         3	         2	         1	         1	        18	        25	          0.12	           0.08	          0.04	           0.04	            0.72	            1.00	               3	               2	               1	               1	              18	              25	                0.12	                 0.08	                0.04	                 0.04	                  0.72	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Jarvis, D.L.	3	Jarvis, Dr Deborah Louise (Debbie)	278.0	3.0	27.0	88.0	2231.0	0.0175086787623505	0.0251833637114715	0.00463335901669145	8.60086564855309E-5	0.210092795328954	546.0	0.0544670864377675	124.74035074505	0.897412595288129	2.0	1.0	4.0	        13.26	            2	            9	           13	           16	           33	     13.26	         2	         9	        13	        16	        33	        2	        5	        6	        5	       25	       43	         0.05	          0.12	         0.14	          0.12	           0.58	           1.00	         0	                 0.00	         2	         5	         6	         5	        25	        43	          0.05	           0.12	          0.14	           0.12	            0.58	            1.00	               1	               5	               6	               5	              25	              42	                0.02	                 0.12	                0.14	                 0.12	                  0.58	                  0.98	              1	              0	              0	              0	              0	              1	               0.02	                0.00	               0.00	                0.00	                 0.00	                 0.02
Dr Jarvis, D.L.	4	
Professor Jeffery, P.K.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         5.16	            1	            2	            4	            8	           21	      6.13	         2	         3	         5	         8	        21	       39	       37	       16	       17	       18	      127	         0.31	          0.29	         0.13	          0.13	           0.14	           1.00	        24	                 0.19	        15	        37	        16	        17	        18	       103	          0.12	           0.29	          0.13	           0.13	            0.14	            0.81	               8	              34	              11	              17	              18	              88	                0.06	                 0.27	                0.09	                 0.13	                  0.14	                  0.69	              7	              3	              5	              0	              0	             15	               0.06	                0.02	               0.04	                0.00	                 0.00	                 0.12
Professor Jeffery, P.K.	1	Jeffery, Professor Peter K	418.0	1.0	19.0	28.0	1716.0	0.0494784603769159	0.151329604946032	0.0101596777563923	0.0381377634623067	0.130790491984521	11.0	0.211746558737177	4.89560439560439	0.445054945054945	3.0	0.0	4.0	         7.96	            1	            3	            7	           12	           23	      9.86	         2	         6	         8	        14	        23	        9	        6	        1	        5	        7	       28	         0.32	          0.21	         0.04	          0.18	           0.25	           1.00	         6	                 0.21	         3	         6	         1	         5	         7	        22	          0.11	           0.21	          0.04	           0.18	            0.25	            0.79	               2	               6	               1	               5	               7	              21	                0.07	                 0.21	                0.04	                 0.18	                  0.25	                  0.75	              1	              0	              0	              0	              0	              1	               0.04	                0.00	               0.00	                0.00	                 0.00	                 0.04
Professor Jeffery, P.K.	2	Jeffery, Professor Peter K	418.0	2.0	24.0	45.0	2294.0	0.0124021564053213	0.0716626522839238	0.00597332548379481	5.8334769085836E-4	0.140863356053229	188.0	0.0584847282215628	71.4990167633784	0.905050845106056	3.0	0.0	4.0	         7.41	            1	            2	            9	           11	           13	      8.79	         2	         7	         9	        12	        13	        4	        5	        0	        2	        6	       17	         0.24	          0.29	         0.00	          0.12	           0.35	           1.00	         3	                 0.18	         1	         5	         0	         2	         6	        14	          0.06	           0.29	          0.00	           0.12	            0.35	            0.82	               1	               4	               0	               2	               6	              13	                0.06	                 0.24	                0.00	                 0.12	                  0.35	                  0.76	              0	              1	              0	              0	              0	              1	               0.00	                0.06	               0.00	                0.00	                 0.00	                 0.06
Professor Jeffery, P.K.	3	Jeffery, Professor Peter K	418.0	3.0	26.0	69.0	2646.0	0.00125961717714752	0.0	0.00350447678542762	1.79570637121342E-9	1.0	316.0	0.0455413920967311	120.39354595981	0.919034701983289	3.0	0.0	4.0	         9.39	            2	            5	            8	           11	           28	      9.39	         2	         5	         8	        11	        28	        0	       11	        2	        4	        6	       23	         0.00	          0.48	         0.09	          0.17	           0.26	           1.00	         0	                 0.00	         0	        11	         2	         4	         6	        23	          0.00	           0.48	          0.09	           0.17	            0.26	            1.00	               0	              11	               2	               4	               6	              23	                0.00	                 0.48	                0.09	                 0.17	                  0.26	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Jeffery, P.K.	4	
Mr Jiao, L.R.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         4.77	            1	            4	            5	            6	            9	      5.08	         2	         4	         5	         6	         9	        8	        0	        2	        0	        3	       13	         0.62	          0.00	         0.15	          0.00	           0.23	           1.00	         1	                 0.08	         7	         0	         2	         0	         3	        12	          0.54	           0.00	          0.15	           0.00	            0.23	            0.92	               7	               0	               2	               0	               3	              12	                0.54	                 0.00	                0.15	                 0.00	                  0.23	                  0.92	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Mr Jiao, L.R.	1	Jiao, Mr Long R	258.0	1.0	5.0	9.0	189.0	0.00623062093635237	0.00405816305347372	0.00883928642343164	0.0043726352837776	0.38235294117647	64.0	0.188592534974653	14.0673859126984	0.827493288982259	2.0	1.0	6.0	         5.00	            2	            4	            6	            6	            7	      5.00	         2	         4	         6	         6	         7	        3	        0	        2	        1	        3	        9	         0.33	          0.00	         0.22	          0.11	           0.33	           1.00	         0	                 0.00	         3	         0	         2	         1	         3	         9	          0.33	           0.00	          0.22	           0.11	            0.33	            1.00	               3	               0	               2	               1	               3	               9	                0.33	                 0.00	                0.22	                 0.11	                  0.33	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Mr Jiao, L.R.	2	Jiao, Mr Long R	279.0	2.0	7.0	21.0	313.0	0.00408172236124498	0.0	0.00552127585537814	8.09625858109516E-6	1.0	90.0	0.235915263056878	17.9759259259259	0.817087542087542	2.0	1.0	6.0	         7.00	            2	            4	            6	            7	           27	      7.00	         2	         4	         6	         7	        27	        6	        3	        0	        0	        3	       12	         0.50	          0.25	         0.00	          0.00	           0.25	           1.00	         0	                 0.00	         6	         3	         0	         0	         3	        12	          0.50	           0.25	          0.00	           0.00	            0.25	            1.00	               6	               2	               0	               0	               3	              11	                0.50	                 0.17	                0.00	                 0.00	                  0.25	                  0.92	              0	              1	              0	              0	              0	              1	               0.00	                0.08	               0.00	                0.00	                 0.00	                 0.08
Mr Jiao, L.R.	3	Jiao, Mr Long R	279.0	3.0	12.0	52.0	597.0	0.0113365545943276	0.0916472110135935	0.00509152585657727	1.11477566660133E-5	0.171535580524344	319.0	0.0718077184666087	82.1146123653223	0.912384581836914	2.0	1.0	6.0	         8.97	            3	            7	            8	           10	           21	      8.97	         3	         7	         8	        10	        21	        3	       10	        4	        4	       10	       31	         0.10	          0.32	         0.13	          0.13	           0.32	           1.00	         0	                 0.00	         3	        10	         4	         4	        10	        31	          0.10	           0.32	          0.13	           0.13	            0.32	            1.00	               3	              10	               4	               4	              10	              31	                0.10	                 0.32	                0.13	                 0.13	                  0.32	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Mr Jiao, L.R.	4	
Professor Johnson, M.R.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Professor Johnson, M.R.	1	Johnson, Professor Mark Richard	419.0	1.0	 	 	 	 	 	 	 	 	 	 	 	 	3.0	1.0	6.0	
Professor Johnson, M.R.	2	Johnson, Professor Mark Richard	419.0	2.0	 	 	 	0.00470967964759037	0.0224856953727541	0.00534127147998971	4.76873116833729E-8	0.289655172413793	47.0	0.134210759481356	24.3510638297872	0.811702127659574	3.0	1.0	6.0	
Professor Johnson, M.R.	3	Johnson, Professor Mark Richard	419.0	3.0	 	 	 	0.00768366478059988	0.0395243500903419	0.00482462286739221	8.67768811625296E-6	0.402185792349726	82.0	0.061705859902007	46.9880274874177	0.770295532580618	3.0	1.0	6.0	
Professor Johnson, M.R.	4	
Professor Johnston, D.G.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         4.78	            1	            3	            4	            6	           15	      4.80	         2	         3	         4	         6	        15	       40	       82	       29	       25	        8	      184	         0.22	          0.45	         0.16	          0.14	           0.04	           1.00	         1	                 0.01	        39	        82	        29	        25	         8	       183	          0.21	           0.45	          0.16	           0.14	            0.04	            0.99	              37	              75	              22	              24	               8	             166	                0.20	                 0.41	                0.12	                 0.13	                  0.04	                  0.90	              2	              7	              7	              1	              0	             17	               0.01	                0.04	               0.04	                0.01	                 0.00	                 0.09
Professor Johnston, D.G.	1	Johnston, Professor Desmond Geoffrey FMedSci	420.0	1.0	3.0	5.0	48.0	 	 	 	 	 	 	 	 	 	3.0	1.0	3.0	         6.50	            3	            4	            7	            8	           12	      6.50	         3	         4	         7	         8	        12	        2	        4	        0	        7	        1	       14	         0.14	          0.29	         0.00	          0.50	           0.07	           1.00	         0	                 0.00	         2	         4	         0	         7	         1	        14	          0.14	           0.29	          0.00	           0.50	            0.07	            1.00	               2	               4	               0	               7	               1	              14	                0.14	                 0.29	                0.00	                 0.50	                  0.07	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
